player_id,level,total_plays,total_pickoffs,percent_pickoff,bayesian_percent_pickoff
602,1A,31,0.0,0.0,0.0013026199239269964
4141,1A,1,0.0,0.0,0.0020688669380017
683,1A,22,1.0,0.045454545454545456,0.015354336303306758
9441,1A,8,0.0,0.0,0.0018191761006566673
593,1A,3,0.0,0.0,0.00199079648751107
2361,1A,2,0.0,0.0,0.0020290810353478213
955,1A,21,0.0,0.0,0.0014860875188462915
606,1A,2,0.0,0.0,0.0020290810353478213
858,1A,8,0.0,0.0,0.0018191761006566673
9025,1A,35,0.0,0.0,0.00124132016280102
551,1A,15,0.0,0.0,0.001623264828278257
8748,1A,8,0.0,0.0,0.0018191761006566673
3564,1A,9,0.0,0.0,0.0017883426074251983
9634,1A,7,0.0,0.0,0.0018510914708436265
437,1A,53,0.0,0.0,0.0010243904256124923
4356,1A,19,0.0,0.0,0.001529162519392561
3530,1A,24,0.0,0.0,0.0014258407275417123
974,1A,19,0.0,0.0,0.001529162519392561
3791,1A,5,0.0,0.0,0.0019184038879652128
961,1A,8,0.0,0.0,0.0018191761006566673
4206,1A,3,0.0,0.0,0.00199079648751107
5697,1A,1,1.0,1.0,0.0216767100752566
9182,1A,16,0.0,0.0,0.0015986699066376773
511,1A,5,0.0,0.0,0.0019184038879652128
2931,1A,19,0.0,0.0,0.001529162519392561
6209,1A,18,0.0,0.0,0.001551650203501275
5125,1A,21,0.0,0.0,0.0014860875188462915
4989,1A,12,0.0,0.0,0.0017018099006143018
662,1A,8,0.0,0.0,0.0018191761006566673
7545,1A,11,0.0,0.0,0.0017297084235751918
3581,1A,24,0.0,0.0,0.0014258407275417123
9611,1A,5,0.0,0.0,0.0019184038879652128
7029,1A,14,0.0,0.0,0.0016486283412201048
4587,1A,15,0.0,0.0,0.001623264828278257
5509,1A,30,0.0,0.0,0.0013189026729760838
4966,1A,8,0.0,0.0,0.0018191761006566673
6401,1A,25,0.0,0.0,0.001406829517841156
8442,1A,5,0.0,0.0,0.0019184038879652128
391,1A,14,0.0,0.0,0.0016486283412201048
7451,1A,3,0.0,0.0,0.00199079648751107
807,1A,8,0.0,0.0,0.0018191761006566673
4363,1A,11,0.0,0.0,0.0017297084235751918
8977,1A,4,0.0,0.0,0.0019539298858904947
2873,1A,12,0.0,0.0,0.0017018099006143018
6913,1A,14,0.0,0.0,0.0016486283412201048
465,1A,145,0.0,0.0,0.0005410882760927523
473,1A,63,1.0,0.015873015873015872,0.009783293927770678
9662,1A,1,0.0,0.0,0.0020688669380017
367,1A,23,0.0,0.0,0.0014453727923025577
877,1A,25,0.0,0.0,0.001406829517841156
5991,1A,28,0.0,0.0,0.0013527206902318807
523,1A,238,0.0,0.0,0.0003663618536044677
504,1A,50,0.0,0.0,0.001055122138380867
521,1A,30,0.0,0.0,0.0013189026729760838
639,1A,12,0.0,0.0,0.0017018099006143018
6294,1A,5,0.0,0.0,0.0019184038879652128
814,1A,82,0.0,0.0,0.0007993349533188387
3331,1A,5,0.0,0.0,0.0019184038879652128
8231,1A,33,0.0,0.0,0.001271231492025141
906,1A,95,0.0,0.0,0.000727670440262667
7467,1A,1,0.0,0.0,0.0020688669380017
402,1A,42,0.0,0.0,0.0011468718895444208
741,1A,74,0.0,0.0,0.0008509049503071509
7634,1A,10,0.0,0.0,0.0017585368973014452
9068,1A,12,0.0,0.0,0.0017018099006143018
6591,1A,9,0.0,0.0,0.0017883426074251983
364,1A,70,0.0,0.0,0.0008792684486507226
9570,1A,22,0.0,0.0,0.0014654474144178708
378,1A,21,0.0,0.0,0.0014860875188462915
7784,1A,23,0.0,0.0,0.0014453727923025577
2401,1A,12,0.0,0.0,0.0017018099006143018
3711,1A,9,0.0,0.0,0.0017883426074251983
7480,1A,20,0.0,0.0,0.0015073173405440957
2259,1A,6,0.0,0.0,0.0018841466756801197
552,1A,60,0.0,0.0,0.0009592019439826064
7980,1A,38,0.0,0.0,0.001199002429978258
7967,1A,16,0.0,0.0,0.0015986699066376773
5576,1A,9,0.0,0.0,0.0017883426074251983
344,1A,33,0.0,0.0,0.001271231492025141
9412,1A,14,0.0,0.0,0.0016486283412201048
6331,1A,11,0.0,0.0,0.0017297084235751918
5582,1A,4,0.0,0.0,0.0019539298858904947
2528,1A,5,0.0,0.0,0.0019184038879652128
733,1A,69,1.0,0.014492753623188406,0.0092900186036814
9314,1A,17,0.0,0.0,0.001574809161762488
4333,1A,11,0.0,0.0,0.0017297084235751918
2629,1A,40,0.0,0.0,0.0011723579315342967
5551,1A,6,0.0,0.0,0.0018841466756801197
6926,1A,7,0.0,0.0,0.0018510914708436265
7899,1A,1,0.0,0.0,0.0020688669380017
660788,1A,6,0.0,0.0,0.0018841466756801197
7959,1A,11,0.0,0.0,0.0017297084235751918
5975,1A,1,0.0,0.0,0.0020688669380017
6467,1A,17,0.0,0.0,0.001574809161762488
7468,1A,11,0.0,0.0,0.0017297084235751918
2787,1A,1,0.0,0.0,0.0020688669380017
2655,1A,19,0.0,0.0,0.001529162519392561
7756,1A,17,0.0,0.0,0.001574809161762488
7342,1A,19,0.0,0.0,0.001529162519392561
3671,1A,7,0.0,0.0,0.0018510914708436265
7305,1A,12,0.0,0.0,0.0017018099006143018
5237,1A,3,0.0,0.0,0.00199079648751107
8513,1A,10,0.0,0.0,0.0017585368973014452
8494,1A,21,0.0,0.0,0.0014860875188462915
6918,1A,22,0.0,0.0,0.0014654474144178708
2460,1A,12,0.0,0.0,0.0017018099006143018
7403,1A,19,0.0,0.0,0.001529162519392561
9250,1A,11,0.0,0.0,0.0017297084235751918
3221,1A,35,0.0,0.0,0.00124132016280102
354,1A,141,0.0,0.0,0.0005524199677386739
6117,1A,18,0.0,0.0,0.001551650203501275
2051,1A,14,0.0,0.0,0.0016486283412201048
4404,1A,17,0.0,0.0,0.001574809161762488
7714,1A,15,0.0,0.0,0.001623264828278257
2534,1A,9,0.0,0.0,0.0017883426074251983
7234,1A,22,0.0,0.0,0.0014654474144178708
6426,1A,25,0.0,0.0,0.001406829517841156
3127,1A,4,0.0,0.0,0.0019539298858904947
9707,1A,6,0.0,0.0,0.0018841466756801197
4137,1A,4,0.0,0.0,0.0019539298858904947
3674,1A,8,0.0,0.0,0.0018191761006566673
9658,1A,5,0.0,0.0,0.0019184038879652128
2455,1A,13,0.0,0.0,0.0016747970450489954
6942,1A,8,0.0,0.0,0.0018191761006566673
9349,1A,2,0.0,0.0,0.0020290810353478213
6519,1A,19,0.0,0.0,0.001529162519392561
4612,1A,8,0.0,0.0,0.0018191761006566673
305,1A,70,0.0,0.0,0.0008792684486507226
7938,1A,15,0.0,0.0,0.001623264828278257
8912,1A,22,0.0,0.0,0.0014654474144178708
9664,1A,7,0.0,0.0,0.0018510914708436265
4102,1A,28,0.0,0.0,0.0013527206902318807
676055,1A,18,0.0,0.0,0.001551650203501275
7987,1A,27,0.0,0.0,0.0013702884914037234
2183,1A,23,0.0,0.0,0.0014453727923025577
2506,1A,20,0.0,0.0,0.0015073173405440957
7387,1A,4,0.0,0.0,0.0019539298858904947
5822,1A,13,0.0,0.0,0.0016747970450489954
9514,1A,4,0.0,0.0,0.0019539298858904947
