player_id,level,avg_lead,total_chances
906,1A,14.431347137529622,30
402,1A,16.267835967462624,5
741,1A,14.885944331263481,34
7634,1A,20.801645296235034,8
364,1A,16.349313347647644,26
9570,1A,16.08201901936817,9
378,1A,17.74781646195988,5
7784,1A,16.003534870873327,3
2401,1A,15.566183755310297,6
7480,1A,19.547149558183662,1
552,1A,14.33232340992104,8
7980,1A,17.54424347044817,8
344,1A,12.437841180696418,3
9412,1A,14.816986619530981,11
6331,1A,14.144467299076478,4
733,1A,15.501463635259777,20
2629,1A,12.096384609014013,4
5551,1A,10.465573842771732,4
7959,1A,17.39361624700969,8
6467,1A,14.333893291523333,8
7756,1A,17.72388629720358,7
7342,1A,16.45230205484767,4
7305,1A,10.326140320145498,3
8513,1A,15.510293989641905,5
7403,1A,23.69519573148404,5
9250,1A,14.07089984220207,4
3221,1A,15.572239694857142,5
354,1A,16.660525309257377,58
6117,1A,15.134524334958192,7
2051,1A,16.301669617194747,7
4404,1A,23.245151808897344,4
7714,1A,16.326889359882514,9
6519,1A,17.27729177777016,6
305,1A,16.38106631093187,11
7938,1A,16.12085314195984,11
8912,1A,16.443042537444704,2
4102,1A,13.308561544109073,2
676055,1A,11.569985041476937,1
7987,1A,14.212596789549414,8
2183,1A,14.693240763265957,7
2506,1A,17.484960559864007,1
5822,1A,13.076625031748389,4
9514,1A,14.55223782565161,4
8838,1A,15.519287191564691,6
8219,1A,12.793942704291661,5
2357,1A,13.064179557706955,3
2334,1A,17.040118426971024,3
9281,1A,17.308078659528597,2
5858,1A,15.403956334119487,3
3605,1A,13.976001246048972,3
9553,1A,18.204677432893988,6
5107,1A,13.163424075064965,1
672,1A,12.019259124892079,9
8347,1A,17.003760510178793,11
3052,1A,19.768896219178192,7
5307,1A,16.60894001473102,15
2824,1A,14.059805929305488,4
2625,1A,11.213202388265561,2
9354,1A,12.53229253771538,3
6627,1A,11.187789402737254,1
9962,1A,15.98208910283222,3
9378,1A,19.766630293638485,4
564,1A,16.26753435040303,8
4156,1A,18.308539739428074,16
2272,1A,17.363806602143185,11
6502,1A,16.102210588369523,5
6206,1A,16.54056018561182,6
6915,1A,17.08454864878118,8
411,1A,18.14990198017609,1
9452,1A,21.842314147349526,2
7974,1A,17.341071136755076,1
2003,1A,10.846334673519895,1
766,1A,16.28307297173121,5
6137,1A,9.212431561455693,2
9647,1A,17.803924962771553,1
3743,1A,18.164985155512785,1
8586,1A,17.12005731323661,8
7673,1A,15.898627031300313,8
5974,1A,17.617731090051187,10
6952,1A,18.72223843170253,4
7802,1A,18.71622954665698,3
4121,1A,19.54041232386102,6
2348,1A,16.855985944790593,8
8870,1A,18.004495112711464,3
2025,1A,17.11997136262954,4
308,2A,15.526139568965931,8
550,2A,16.975833900323188,50
9082,2A,14.138916310569472,3
923,2A,15.096968445110145,15
8415,2A,16.11467727519839,16
340,2A,15.868370576620476,13
436,2A,14.467777533783622,5
7328,2A,16.606195152374063,17
6782,2A,14.639371669238294,2
386,2A,19.354588894352986,6
673,2A,15.965555730402835,10
549,2A,16.146248431381068,78
9864,2A,16.67424751363866,6
456,2A,18.393065219232607,7
8483,2A,15.18834588607071,2
322,2A,17.40278808028514,2
2537,2A,16.71242147117707,3
9848,2A,17.40231683431539,6
8859,2A,20.63414156858165,8
8880,2A,11.982080700746193,4
3268,2A,15.096110788431806,2
551,2A,13.144634626230147,11
2925,2A,14.905788186867776,6
576,2A,13.463442467650298,7
6150,2A,16.304853685211686,6
974,2A,15.788891281497644,7
5429,2A,15.397740311796909,6
808,2A,17.466847969330733,3
7419,2A,15.646474944738657,2
7519,2A,18.386911911957856,7
3535,2A,13.626506106867978,5
7770,2A,19.31835282569996,10
961,2A,17.627391543101158,37
949,2A,18.72548800527087,17
4220,2A,15.392803298700851,7
7195,2A,13.849186018716487,11
3525,2A,15.587772200685716,10
3730,2A,17.788627993519096,4
8549,2A,16.114740386508696,4
819,2A,21.73512770941469,2
5454,2A,18.790230346776926,10
6928,2A,16.610316849414254,15
6020,2A,18.15043120393714,10
6633,2A,18.431853307243223,2
3032,2A,15.272268376644854,16
2593,2A,26.859892829644718,1
3202,2A,21.025319810915523,3
3112,2A,18.75062546408235,5
4719,2A,17.84669480161857,8
943,2A,16.40060020511731,12
9433,2A,17.69581644995898,14
5338,2A,18.460237577960406,5
7388,2A,21.277497885063536,4
886,2A,13.811580515632713,27
2412,2A,18.802963636533764,3
913,2A,14.812054252153928,12
6223,2A,14.054886871252396,2
2373,2A,14.560373048661473,11
6708,2A,21.968128439943545,6
7582,2A,17.621559791184012,3
5377,2A,15.523940908158599,1
2516,2A,19.002269089754563,4
8238,2A,11.588029569582352,14
5063,2A,16.019677430927235,7
5696,2A,10.182859029740422,2
8256,2A,17.404506237578737,8
6052,2A,20.761129437725685,1
9913,2A,16.67399580783212,8
4085,2A,15.89571967691534,13
8321,2A,12.319656001430634,2
7729,2A,15.59016264186125,6
733,2A,17.992201716939373,17
9018,2A,10.124444225202181,2
7819,2A,15.009507998804812,8
3311,2A,16.71050055814108,20
5863,2A,16.65230720324742,7
8422,2A,21.084791162959096,9
2088,2A,15.487175246310525,13
6324,2A,14.772453872277545,6
5610,2A,17.206458096718045,15
9339,2A,17.526856708225843,22
6609,2A,21.810584878570715,4
2430,2A,12.119527878153372,6
2414,2A,19.615857937854763,2
714,2A,19.350196279462896,21
6865,2A,18.23343787687,2
7024,2A,12.00350027152762,2
7374,2A,17.449575963850393,13
9795,2A,17.696548989650353,4
8979,2A,17.747383609904578,6
7587,2A,15.660857000678766,5
8853,2A,13.759641255803079,2
4582,2A,13.088008094817182,1
8145,2A,15.658482399281013,18
9798,2A,19.20849578301898,11
955,2A,18.506094812307406,11
8391,2A,21.436967437261643,2
8249,2A,17.42007482237104,5
9566,2A,21.013963116974576,5
9969,2A,16.468742580118423,4
665053,2A,14.208655826206755,2
2010,2A,17.473554237850326,7
7861,2A,15.076676726667197,4
9305,2A,15.185890994165286,10
3189,2A,16.275619852897417,16
6578,2A,12.957840968713446,3
7885,2A,14.482110417625247,5
8542,2A,13.157645921795682,5
9000,2A,12.51254792531765,14
8318,2A,19.706799455579958,8
8366,2A,16.367580259335238,11
5664,2A,18.259425460781717,3
8328,2A,15.50192551339806,4
4380,2A,18.504098761355547,1
7201,2A,15.846524487541929,6
4625,2A,15.669178617672522,2
3917,2A,16.929274206938054,2
8086,2A,17.745159422180254,8
6416,2A,15.984810516781994,4
2954,2A,15.390075231544861,3
2262,2A,18.12686738193646,2
966,3A,16.549070980524174,56
3183,3A,16.943931280275915,3
4128,3A,17.741852396285033,13
2478,3A,15.661443048157745,9
6253,3A,22.74505990687832,15
893,3A,14.530578443300397,35
839,3A,16.868086616151814,1
972,3A,12.164613584535891,3
8608,3A,16.928773555428315,3
9954,3A,19.37493696646597,3
6366,3A,13.79336001581495,5
987,3A,12.322222837215694,1
947,3A,16.71175532924838,12
2579,3A,15.82756504097643,6
4711,3A,16.39453051982262,7
6157,3A,16.93048973448261,2
7702,3A,18.800982889512877,5
4216,3A,17.652692302012102,6
3349,3A,17.775746876720717,7
900,3A,16.190552701418,49
978,3A,14.34222730332123,16
5077,3A,17.48836612651814,7
6550,3A,16.939565474536163,5
2967,3A,28.107237137156748,4
891,3A,15.415911235511073,45
2157,3A,19.06682008599892,7
7457,3A,17.686093580949453,6
8876,3A,18.279147082764425,8
9801,3A,20.323325350444005,1
2469,3A,15.558913080034039,4
3186,3A,15.51965637562637,7
9555,3A,17.942547577303273,15
6642,3A,17.99254669202657,3
4573,3A,19.981678323212897,2
7287,3A,12.971636581559663,3
5433,3A,12.197650368001208,1
2096,3A,14.043894737649577,4
6726,3A,12.958499882918805,5
6044,3A,18.834426184673774,4
7892,3A,13.370253540069257,6
5672,3A,13.235522805202987,4
8075,3A,13.439097860391419,5
2499,3A,15.07064578737773,7
2487,3A,18.547244820025274,3
5296,3A,15.634621739447487,14
5665,3A,19.00641918199813,5
4342,3A,14.955469916333463,6
9219,3A,17.308046885410874,2
9840,3A,16.224103841230352,10
3284,3A,16.66193063299252,5
9379,3A,16.70510239615763,13
3362,3A,11.923372444810768,12
3358,3A,16.995703599854075,5
808,3A,16.26291674421631,27
4467,3A,17.200279864079395,3
2694,3A,19.708975804034637,12
7911,3A,19.376969285668995,7
849,3A,17.2737218124093,77
6848,3A,12.96577144080197,15
6326,3A,12.555131394564029,12
5795,3A,17.094113188002098,4
5236,3A,14.948316591062008,6
2938,3A,13.8707909868311,4
811,3A,14.633338665899368,3
5501,3A,14.365890986547678,7
8303,3A,16.446565653394366,4
6090,3A,14.123119477021486,11
3946,3A,13.399374666364167,4
7787,3A,12.109188693938968,10
6079,3A,12.92836337247456,9
8543,3A,13.58193388586471,1
8099,3A,14.926800933890691,1
5579,3A,13.254082236041464,10
2358,3A,13.364655414422208,6
6622,3A,13.124797368009721,13
9270,3A,16.563942956397035,9
9392,3A,12.248681395479284,5
9727,3A,14.152278179043508,8
4063,3A,16.87763976720367,7
4209,3A,12.954401394145073,6
4621,3A,13.334087096734036,2
5720,3A,19.625349311821985,11
3323,3A,16.820207866054478,5
8538,3A,14.678157689340411,2
6507,3A,15.317032347747968,4
7945,3A,18.705799981282688,2
9489,3A,15.538764011238058,2
5134,3A,15.87508413748872,8
6171,3A,15.799510381486364,6
5670,3A,19.15500993573068,5
5949,3A,16.519806044851908,4
5385,3A,12.647171692732515,6
949,3A,14.46904906483098,2
936,3A,13.332393101764758,4
5545,3A,13.054716385058668,2
4796,3A,15.259215885459705,6
2721,3A,13.119731788798125,1
6443,3A,18.326128463431534,7
6871,3A,16.955746618917445,22
8401,3A,17.780788439872225,5
6039,3A,17.055445775613293,3
3027,3A,13.911370383661177,3
8141,3A,20.861991410968088,4
6353,3A,19.288685392924833,3
8293,3A,16.948897645480887,8
4055,3A,15.52103387911737,15
3685,3A,16.11470402302447,3
8378,3A,15.972832117774054,4
2042,3A,19.530714799030193,10
8736,3A,16.62557058133016,3
8299,3A,15.982275210987286,5
9863,3A,16.93073860953732,11
4865,3A,12.635982376674368,2
2267,3A,36.86982541876215,1
6766,3A,14.83277521202243,2
2695,3A,10.419484469492724,1
3808,4A,14.865829747673038,9
983,4A,15.93434913428299,25
8149,4A,15.797661912274602,5
